Utterance,Intent,Sentiment,User Action,Slot_Label,Slot_Value
but I would prefer in black,1,-1,0,O O O O O B-Color,Black
Still I prefer black only,3,0,0,0,0
"Okay, I will take this phone.",6,0,0,0,0
You are a very good salesman. Thanks a lot,4,1,0,0,0
"GoodMorning, show me trending phone.",0,0,0,0,0
It should have good memory and good camera quality,1,0,0,O O O B-RAM O O B-Camera O O,"High,High"
Does it has good camera ?,2,0,7,0,0
What is it's price?,2,0,8,0,0
What's its storage cpacity?,2,0,5,0,0
But I need 64 GB.,1,-1,0,O O O B-Internal_RAM O,64
Show me something else.,3,0,0,0,0
Does radio works on it?,5,0,0,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"hello, I want to buy a new phone?",0,0,0,0,0
It should have good memory and within 300 Euro.,1,0,0,O O O B-P_Camera O O B-Cost I-Cost O,"High,300-"
What's it's color,2,0,2,0,0
but I would prefer in orange,1,-1,0,O O O O O B-Color,Orange
Orange is my favourite color and I want in that color only.,3,0,0,0,0
What is its OS?,2,0,6,0,0
What's it's cost?,2,0,8,0,0
"Okay, book this model for me",6,0,0,0,0
Thanks a lot ,4,1,0,0,0
"Hey, can you help me in buying a new phone?",0,0,0,0,0
I want to buy a Nokia  phone with good memory backup.,1,0,0,O O O O O B-Brand O O B-RAM O O,"Nokia,High"
What is the price?,2,0,8,0,0
What is its sim slot?,2,0,13,0,0
"oh, I need triple sim phone. Sorry I forgot to mention it at the beginning.",1,-1,0,O O O B-Sim O O O O O O O O O O O,T
Yeah but I need  triple sim phone. ,3,0,0,0,0
ok can you book  this Model for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
I wanna to buy a phone which fulfills all my requirements.,0,0,0,0,0
It's should have dual sim of Apple brand,1,0,0,O O O B-Sim O O B-Brand O,"D,Apple"
What's it's price?,2,0,8,0,0
Is it a single Sim phone?,2,0,13,0,0
oh I don't want multisim phone. I want single sim phone,1,-1,0,O O O O O O O O B-Sim O O,S
"But the point with single sim phone is that you can get better battery and performance that is why the expensive phones like apple and pixel are still single sim.

",3,0,0,0,0
Does radio works on it?,5,0,0,0,0
ok can you book  this Model for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hey, I need a phone for office use",0,0,0,0,0
it should be single sim phone and latest launched phone,1,0,0,O O O B-Sim O O O B-Released_Yr O O,Latest
Tell me about it's OS and battery backup?,2,0,6,0,0
But I need more battery life?,1,-1,0,O O O B-Battery O O,High
I travel a lot so please show something else.,3,0,0,0,0
How much it will cost?,2,0,8,0,0
ok can you book  this Model for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hi, I am looking for a phone",0,0,0,0,0
I am looking for Windows phone of less than 400 Euro,1,0,0,O O O O B-OS O O B-Cost I-Cost I-Cost O,"Windows,400-"
How much it costs me?,2,0,8,0,0
Does radio works on it?,5,0,0,0,0
In which color is it available?,2,0,2,0,0
I need in magenta color.,1,-1,0,O O O B-Color O,Magenta
"Okay, please pack this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, I want to buy a  mobile. ",0,0,0,0,0
"Yes, I want Xiaomi phone in red color.",1,0,0,O O O B-Brand O O B-Color O,"Xiaomi,Red"
What is its display size?,2,0,3,0,0
I want a big screen mobile as I always work on the phone.,1,-1,0,O O O B-Display_Size O O O O O O O O O,Big
What's  it's cost? ,2,0,8,0,0
Okay book Xiaomi for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello , can you help me in choosing a phone ?",0,0,0,0,0
"I want a latest released phone, with good battery life.",1,0,0,O O O B-Released_Yr O O O B-Battery O O,"Latest,High"
And how it will cost me?,2,0,8,0,0
What is its color?,2,0,2,0,0
Oh but I am looking for black color,1,-1,0,O O O O O O B-Color O,Black
But black is my favourite color ,3,0,0,0,0
Is it working on Android OS?,5,0,0,0,0
Okay book this  model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
I need to book a phone.,0,0,0,0,0
I want to buy a Oppo phone within 300 Euro.,1,0,0,O O O O O B-Brand O B-Cost I-Cost O,"Oppo,300-"
How much it will cost me?,2,0,8,0,0
What is its color?,2,0,2,0,0
Oh but I am looking for gold color,1,-1,0,O O O O O O B-Color O,Gold
Is it working on Sym OS?,5,0,0,0,0
Okay book this model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I want a good phone as I constantly work on phone",0,0,0,0,0
I want June released 2019 phone,1,0,0,O O B-Released_Month O B-Released_Yr O,"2019,June"
How much does it cost ? ,2,0,8,0,0
Unfortunately that's too costly for me. Do you have something in less ?,1,-1,0,O O O O O O O O O O O B-Cost O,Less
Is it working on Android OS?,5,0,0,0,0
Okay book this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"hi,can you help me in buying a phone ?",0,0,0,0,0
I want in gold color of Nokia brand.,1,0,0,O O O B-Color O O B-Brand O,"Gold,Nokia"
Does radio embedded on it?,2,0,10,0,0
But I need radio in my phone.,1,-1,0,O O B-Radio O O O O,Y
Still I want radio in my phone.,3,0,0,0,0
What is its price?,2,0,8,0,0
Okay book this model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, I want to gift a phone to my daughter",0,0,0,0,0
 I need to have best Android phone for photography,1,0,0,O O O O O B-OS O O O,And
How much it will cost me?,2,0,8,0,0
What is its color?,2,0,2,0,0
Oh i don't want $Co$ color. I want in blue.,1,-1,0,O O O O O O O O O B-Color,Blue
Okay book this model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
Show me anything in Samsung having GPS in it.,1,0,0,O O O O B-Brand B-GPS O O O,"Samsung,Y"
What is its price?,2,0,8,0,0
What is its weight?,2,0,14,0,0
oh that's very light. I want a heavy phone,1,-1,0,O O O O O O O B-Weight_g O,Heavy
what is its weight?,2,0,14,0,0
Is it working on Android OS?,5,0,0,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
"Hello, I am in search of  a good phone.",0,0,0,0,0
It should have GPS facility in it?,1,0,0,O O O O B-GPS O O,"High,Y"
What is its price?,2,0,8,0,0
What is its display size?,2,0,3,0,0
I want a phone which has small display size,1,0,0,O O O O O O B-Display_Size O O,Small
Which OS it uses?,2,0,6,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
"Hello, I want a impressive phone  as I do most of my office work on phone.",0,0,0,0,0
It should be within 250 Euro.,1,1,0,O O O B-Cost I-Cost O,250-
It should have good front as well as back camera with GPS facility in it.,2,0,7,0,0
Okay good...Which OS it supports?,2,0,6,0,0
I want Mic OS.,1,-1,0,O O B-OS O,Mic
Okay book this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, I want to buy a phone",0,0,0,0,0
I am looking for light weight phone with big screen.,1,1,0,O O O O B-Weight_g O O O B-Display_Size O,"Light,Big"
What's its cost?,2,0,8,0,0
That's very good. What is its display screen size?,2,0,3,0,0
Oh that's big. I want small display size phone,1,-1,0,O O O O O B-Display_Size O O O,Small
"Great, is it available in black color ?",5,0,0,0,0
"Okay, no problem, book this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good morning, I want a good phone for my teenaged daughter",0,0,0,0,0
Phone should have less weight and good camera,1,0,0,O O O B-Weight_g O O B-P_Camera O,"High,Light"
What's its cost?,2,0,8,0,0
But its going against my budget and I think too costly for teenage girl,1,-1,0,O O O O O B-Cost O O O O O O O O,Less
I can't afford it.,3,0,0,0,0
And what's its cost?,2,0,8,0,0
"Okay,let me first confirm with her and I will get back to you.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello , I need some good phone on which I can work while travelling",0,0,0,0,0
I want a black colored single sim phone.,1,0,0,O O O B-Color O B-Sim O O,"Black,S"
And what is display size,2,0,3,0,0
Whta is its primary Camera?,2,0,7,0,0
oh that's too less. I want at least 16 MP primary camera,1,-1,0,O O O O O O O O B-P_Camera O O O,16
"Sounds good now, and what is its battery back up?",2,0,1,0,0
"Okay, no problem, book this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, show me some phone",0,0,0,0,0
I need good  back camera of Vivo brand.,1,1,0,O O B-P_Camera O O O B-Brand O,"High,Vivo"
Is it a DualSim phone?,2,0,13,0,0
"Can you recommend  DualSim, light weight and small screen phone ?",1,-1,0,O O O B-Sim O O O O O O O,D
Show me something else.,3,0,0,0,0
 How mcuh it will cost me?,2,0,8,0,0
Does radio works on it?,5,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello , I need your help in buying a phone",0,0,0,0,0
I need a good battery back up phone in black color,1,1,0,O O O B-Battery O O O O O B-Color O,"High,Black"
What's its price?,2,0,8,0,0
Does it have long battery life? ,2,0,1,0,0
But it is very less and not be compatible in travelling.,1,-1,0,O O O O O O O O B-Battery O O,High
Please show me some other model.,3,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
Phone should have less weight and good camera,1,0,0,O O O B-Weight_g O O B-Camera O,"High,Light"
What's its cost?,2,0,8,0,0
Does it have long battery life? ,2,0,1,0,0
But it is very less and not be compatible in travelling.,1,-1,0,O O O O O O O O B-Battery O O,High
Please show me some other model.,3,0,0,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good Evening, I am looking for a trending phone",0,0,0,0,0
it should be of Lenovo brand with radio facility and internal storage of 32 GB,1,0,0,O O O O B-Brand O O O B-Radio O O O O B-Internal_RAM O,"Acer,Y,32"
What's its cost?,2,0,8,0,0
What's its weight?,2,0,14,0,0
"So light weight, good.And display size?",2,0,3,0,0
Does it have long battery life? ,2,0,1,0,0
But it is very less and not be compatible in travelling.,1,-1,0,O O O O O O O O B-Battery O O,High
Please show me some other model.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
Okay don. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"hi, I am in search of a good phone",0,0,0,0,0
it should be of Asus  brand with GPS facility ,1,0,0,O O O O B-Brand O B-GPS O O,"Asus,Y"
what is it's color ? ,2,0,2,0,0
"oh, I don't want this color phone. Is it possible in Grey ? ",1,-1,0,O O O O O O O O O O O B-Color O,Grey
but I like Grey,3,0,0,0,0
Okay don. Pack this for me.,6,0,0,0,0
Thanks.,4,1,0,0,0
"Hey, I want to gift a phone to my husband.",0,0,0,0,0
It should be LG company and good battery life,1,0,0,O O O B-Brand O O B-Battery O O,"LG,High"
What is its price?,2,0,8,0,0
That's too costly for me. Do you have something in less ?,1,-1,0,O O O O O O O O O O B-Cost O,Less
"Yes, but i can't spend that much on my phone",3,0,0,0,0
"Great, is it available in black color ?",5,0,0,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
"Hi, I am looking for a good phone",0,0,0,0,0
I want to buy a phone with very good camera and with radio and GPS features in it,1,0,0,O O O O O O O O B-P_Camera O O B-Radio O O O B-GPS O O,"Y,High,Y"
What is its memory?,2,0,11,0,0
Can you suggest a phone with 6 GB Ram and being widely used.,1,-1,0,O O O O O O B-RAM O O O O O O,6
I need 6 GB phone only,3,0,0,0,0
What is its cost?,2,0,8,0,0
Is it working on Android OS?,5,0,0,0,0
ok can you book this for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hello, I want to buy a best selling model phone.",0,0,0,0,0
"Yes, i need a phone with DualSim in less cost",1,0,0,O O O O O O B-Sim O B-Cost O,"D,Less"
How much it will cost me?,2,0,8,0,0
"Oh its too costly for me, even I am not interested in BlackBerry.",1,-1,0,O O B-Cost I-Cost O O O O O O O O O,Less
Show me something else.,3,0,0,0,0
Is it working on Android OS?,5,0,0,0,0
Sounds good to me. I will take it.,6,0,0,0,0
Thanks a lot for your patience and time.,4,1,0,0,0
"Hey, I am looking for a good phone",0,0,0,0,0
Long battery life is needed,1,0,0,B-Battery O O O O,High
What is its memory?,2,0,5,0,0
"oh, that seems little less. I want a phone with higher internal RAM",1,-1,0,O O O O O O O O O O B-Internal_RAM O O,High
And how much it will cost me?,2,0,8,0,0
Excellent book this for me.,6,0,0,0,0
thanks a ton,4,1,0,0,0
"Hey, I am looking for a good phone",0,0,0,0,0
Phone with good camera quality of BlackBerry brand.,1,0,0,O O B-Camera O O O B-Brand O,"High,BlackBerry"
How much it will cost me?,2,0,8,0,0
"Oh its too costly for me, even I am not interested in BlackBerry.",1,-1,0,O O B-Cost I-Cost O O O O O O O O O,Less
What's its release date?,2,0,9,0,0
Does it light weight phone?,2,0,14,0,0
"Okay fine, book this Acer phone for me.",6,0,0,0,0
thanks a ton,4,1,0,0,0
"Hi, I want to buy a new phone.",0,0,0,0,0
I want a buy a Google phone with small display size.,1,0,0,O O O O O B-Brand O O B-Display_Size O O,"Google,Small"
What is its storage?,2,0,5,0,0
"oh, that seems little less. I want a GPS operated phone with at least 6 GB RAM",1,-1,0,O O O O O O O O O O O O O O RAM O O,6
How much it will cost me?,2,0,8,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"hi,can you help me in choosing a good phone ?",0,0,0,0,0
it should have low cost.,1,0,0,O O O B-Cost O,Less
how much does it cost ? ,2,0,8,0,0
What's its release date?,2,0,9,0,0
What is its weight?,2,0,14,0,0
 I want light weight phone around 250 gms,1,-1,0,O O O O O B-Weight_g I-Weight_g  O,250-
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Good Evening ,I need to buy a new phone.",0,0,0,0,0
It should be within 300 Euro.,1,0,0,O O O B-Cost I-Cost O,300-
Is it a MultiSim phone?,2,0,13,0,0
Can you recommend  MultiSim phone?,1,-1,0,O O O B-Sim O,M
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hi, I want to buy a phone",0,0,0,0,0
 i need to have a Xiaomi phone that have high memory.,1,0,0,O O O O O B-Brand O O O B-RAM O,"Xiaomi,High"
What is its memory?,2,0,11,0,0
"Superb, What is its cost?",2,0,8,0,0
What is its release date?,2,0,9,0,0
I want latest relaesed phones.,1,-1,0,O O B-Released_Yr O O,Latest
Okay.I will take it.,6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Hey, I need your help regarding phone info.",0,0,0,0,0
"It should be HTC company ,GPS should work on it for sure and also should have battery back up.",1,0,0,O O O B-Brand O O O B-GPS O O O O O O O O O B-Battery I-Battery ,"HTC,Y,High"
What's its storage capacity?,2,0,5,0,0
What's its cost?,2,0,8,0,0
What is its release date?,2,0,9,0,0
Show me something latest .,1,-1,0,O O O B-Released_Yr O,Latest
"No issue, everything suits me.Book this for me.",6,0,0,0,0
thanks a ton,4,1,0,0,0
"Hi , I want to purchase a phone",0,0,0,0,0
I want new released Asus phone.,1,0,0,O O B-Released_Yr O B-Brand O,"Latest,Asus"
what's it's storage capacity?,2,0,5,0,0
But I want 32 GB,1,-1,0,O O O B-Internal_RAM O,32
Show me of 32GB only.,3,0,0,0,0
I have no problem with the storage. I will buy this only.,6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Hi, I want a phone.",0,0,0,0,0
Acer phones which is black in color,1,0,0,B-Brand O O O B-Color O O,"Acr,Black"
What is its price?,2,0,8,0,0
It is too costly for me.,1,-1,0,O O B-Cost I-Cost O O,Less
Is it working on Android OS?,5,0,0,0,0
Good.I will go for this only.Pack this for me.,6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
I want a samsung singlesim phone.,1,0,0,O O O B-Brand B-Sim O,"Samsung,S"
What is its weight?,2,0,14,0,0
Oh that's too heavy. I don't want to carry brick all day. Do you have something in light weight?,1,-1,0,O O O O O O O O O O O O O O O O O B-Weight_g O,Light
It's very difficult to carry heavy phone all day,3,0,0,0,0
I will buy it.,6,0,0,0,0
I am very happy today. Thanks a lot ,4,1,0,0,0
"Good Evening, I am looking for a trending phone",0,0,0,0,0
 I need to have a phone that has high memory and good battery life.,1,0,0,O O O O O O O O B-Internal_RAM O O B-Battery O O,"High,High"
What's its cost?,2,0,8,0,0
What is its weight?,2,0,14,0,0
But it is too heavy to carry in pockets?,1,-1,0,,
And how much it will cost me?,2,0,8,0,0
Okay don. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
I am looking for a good phone,0,0,0,0,0
I want a small display size phone with good memory,1,0,0,O O O B-Display_Size O O O O B-Memory O,"Small,High"
what is it's color ? ,2,0,2,0,0
"oh, Show me a phone is blue color ? ",1,-1,0,O O O O O O B-Color O O,Blue
"Okay, I will book this phone",6,0,0,0,0
Thanks a lot.,4,1,0,0,0
"Hey, I need a new phone.",0,0,0,0,0
I am a traveller so battery backup should be fantastic with GPS,1,0,0,O O O O O O O O O B-Battery B-GPS O,"Good,Y"
And how much it will cost me?,2,0,8,0,0
Its too costly for me.,1,-1,0, O B-Cost I-Cost O O,Less
What's its display size?,2,0,3,0,0
Okay done. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good evening, I am looking for a good phone",0,0,0,0,0
I need a big display phone in Xiaomi brand.,1,0,0,O O O B-Display_Size O O O B-Brand O,"Big,Xiaomi"
"great,what's its battery life?",2,0,1,0,0
"Oh, it's very less. Can you show me something else ?",1,-1,0,O O B-Battery O O O O O O O O,High
And how much it will cost me?,2,0,8,0,0
Is it working on Android OS?,5,0,0,0,0
"Lovely, book this for me.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I want to buy a phone",0,0,0,0,0
I want Sony Ericsson phone in grey color.,1,0,0,O O B-Brand O O O B-Color O,"Sony,Grey"
"Yes, a good camera and latest model.",2,0,7,0,0
And how much it will cost me?,2,0,8,0,0
Its too costly for me.,1,-1,0, O B-Cost I-Cost O O,Less
Okay then book this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
I want to buy good phone.,0,0,0,0,0
I want a Xiaomi phone with radio facility,1,0,0,O O O B-Brand O B-Radio O O,"Xiaomi,Y"
What is its storage?,2,0,5,0,0
"oh, that seems little less. I want a GPS operated phone with at least 6 GB RAM",1,-1,0,O O O O O O O O O O O O O O RAM O O,6
